Attrition_Flag	Selected	Customer_Age	Gender=F	Gender=M	Dependent_count	Education_Level=College	Education_Level=Doctorate	Education_Level=Graduate	Education_Level=High School	Education_Level=Post-Graduate	Education_Level=Uneducated	Education_Level=Unknown	Marital_Status=Divorced	Marital_Status=Married	Marital_Status=Single	Marital_Status=Unknown	Income_Category=$40K - $60K	Income_Category=$60K - $80K	Income_Category=$80K - $120K	Income_Category=$120K +	Income_Category=Less than $40K	Income_Category=Unknown	Card_Category=Blue	Card_Category=Gold	Card_Category=Platinum	Card_Category=Silver	Months_on_book	Total_Relationship_Count	Months_Inactive_12_mon	Contacts_Count_12_mon	Credit_Limit	Total_Revolving_Bal	Avg_Open_To_Buy	Total_Amt_Chng_Q4_Q1	Total_Trans_Amt	Total_Trans_Ct	Total_Ct_Chng_Q4_Q1	Avg_Utilization_Ratio
	No	64	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	3	2	1	1829	0	1829	0.576	3950	65	0.548	0
	No	41	1	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	30	3	1	2	5417	1904	3513	0.496	1768	56	0.556	0.351
	No	38	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	28	5	3	4	3311	1556	1755	0.652	14470	103	0.746	0.47
	No	31	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	20	3	1	2	8149	0	8149	0.331	808	30	0.111	0
	No	39	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	29	3	1	3	3537	2517	1020	1.021	1605	43	0.344	0.712
	No	47	1	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	29	6	3	0	2712	2411	301	0.844	5201	82	0.907	0.889
	No	44	0	1	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	32	3	2	3	34516	1356	33160	1.169	1531	48	0.655	0.039
	No	44	0	1	4	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	33	3	1	3	4552	1144	3408	0.709	14418	104	0.677	0.251
	No	42	0	1	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	28	3	1	3	1711	0	1711	0.983	4496	77	0.925	0
	No	53	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	48	2	2	2	8259	1182	7077	0.822	7957	88	0.544	0.143
	No	48	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	37	3	3	2	3034	468	2566	0.553	4172	66	0.784	0.154
	No	42	1	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	36	4	3	3	10091	0	10091	1.121	3347	64	0.778	0
	No	45	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	36	1	4	3	20356	2031	18325	0.752	15180	121	0.806	0.1
	No	45	1	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	37	3	3	1	3196	1817	1379	0.731	13300	104	0.677	0.569
	No	59	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	53	3	2	0	1438.3	0	1438.3	0.896	4457	79	0.927	0
	No	65	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	55	3	2	2	6099	2175	3924	0.582	1319	34	0.545	0.357
	No	36	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	36	5	2	2	10566	726	9840	0.893	2156	64	1.207	0.069
	No	38	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	36	3	3	1	12621	912	11709	0.64	4945	78	0.56	0.072
	No	53	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	43	3	1	3	34516	2435	32081	0.77	7758	98	0.719	0.071
	No	58	0	1	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	36	6	2	3	3355	1878	1477	0.725	4578	84	0.953	0.56
	No	46	1	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	33	3	3	3	24949	1749	23200	0.626	4092	77	0.54	0.07
	No	48	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	43	3	3	4	1502	0	1502	0.529	2204	36	0.44	0
	No	48	0	1	3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	35	3	1	3	2592	0	2592	0.767	4177	85	0.771	0
	No	56	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	46	5	3	3	3119	1778	1341	1.01	4168	63	0.853	0.57
	No	53	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	39	5	2	2	2875	1671	1204	0.923	4399	88	0.692	0.581
	No	44	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	32	1	3	3	2540	1561	979	0.894	5039	82	0.745	0.615
	No	54	0	1	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	42	1	2	1	5608	1775	3833	0.522	4325	77	0.75	0.317
	No	50	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	38	6	2	2	25300	1330	23970	1.072	837	15	2	0.053
	No	31	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	25	2	1	3	1984	0	1984	1.05	4794	73	0.921	0
	No	50	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	43	3	2	3	17304	2517	14787	1.449	1756	33	1.2	0.145
	No	48	0	1	4	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	28	3	3	4	6572	417	6155	0.584	1766	46	0.533	0.063
	No	26	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	13	3	3	4	10286	2286	8000	0.671	2564	57	0.462	0.222
	No	42	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	32	2	2	3	3391	1359	2032	0.662	13212	107	0.646	0.401
	No	42	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	27	2	2	2	2476	2250	226	0.969	4659	48	0.6	0.909
	No	53	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	36	6	3	1	5842	198	5644	0.396	1828	44	0.517	0.034
	No	50	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	46	6	4	3	1970	1477	493	0.662	2493	44	0.571	0.75
	No	45	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	36	6	2	3	3383	1458	1925	0.678	4897	75	0.562	0.431
	No	45	1	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	40	5	4	3	1438.3	0	1438.3	0.605	2207	41	0.64	0
	No	56	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	44	6	4	2	2030	1262	768	0.862	4851	84	0.867	0.622
	No	47	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	6	3	2	1693	1088	605	0.532	2104	40	0.739	0.643
	No	57	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	52	5	5	0	3085	0	3085	0.719	3946	73	0.825	0
	No	56	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	36	6	1	3	12786	1880	10906	0.702	1205	19	0.462	0.147
	No	35	1	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	25	5	2	3	2684	1658	1026	0.669	4657	76	1	0.618
	No	41	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	32	2	3	1	27169	0	27169	0.781	3906	87	0.977	0
	No	47	0	1	4	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	3	3	3	5762	1890	3872	0.938	3814	88	0.66	0.328
	No	42	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	35	2	4	3	5230	2517	2713	0.937	9495	61	0.605	0.481
	No	53	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	47	5	1	3	19081	2431	16650	0.37	1536	31	0.476	0.127
	No	53	1	0	4	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	45	5	3	1	3369	2424	945	0.825	5220	78	0.592	0.72
	No	53	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	36	2	3	3	19252	751	18501	0.814	14074	112	0.623	0.039
	No	40	1	0	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	36	3	1	2	2136	1250	886	0.74	7782	88	0.66	0.585
	No	37	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	30	5	3	4	6469	2351	4118	1.018	1717	50	0.667	0.363
	No	47	0	1	4	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	36	4	2	5	20237	1593	18644	0.811	15041	102	1	0.079
	No	49	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	30	3	2	0	1604	1112	492	0.618	4253	68	0.744	0.693
	No	63	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	6	1	1	4847	1856	2991	0.61	4712	76	0.81	0.383
	No	40	1	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	28	1	3	3	1622	972	650	0.866	4216	71	1.367	0.599
	No	56	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	47	2	1	2	7204	0	7204	0.803	14042	113	0.766	0
	No	60	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	41	3	2	4	2425	0	2425	0.187	1522	36	0.2	0
	No	51	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	25	4	3	3	3042	0	3042	0.578	4781	79	0.756	0
	No	60	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	50	3	6	3	7359	0	7359	0.768	2869	43	0.433	0
	No	57	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	50	3	2	2	1609	0	1609	0.669	4770	85	0.7	0
	No	48	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	36	1	4	2	34516	1823	32693	1.062	15552	108	0.831	0.053
	No	49	0	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	38	3	4	3	34516	0	34516	0.482	1592	35	0.346	0
	No	51	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	42	5	3	2	1858	925	933	1.056	3660	72	0.6	0.498
	No	45	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	35	6	3	2	17884	2096	15788	0.477	2031	49	0.633	0.117
	No	46	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	34	4	3	4	2258	1600	658	0.607	4275	76	0.551	0.709
	No	65	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	56	3	2	2	28410	1608	26802	0.913	2278	77	1.139	0.057
	No	49	1	0	4	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	39	5	3	1	3255	603	2652	0.617	4045	62	0.824	0.185
	No	51	0	1	4	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	45	3	1	2	3031	1787	1244	1.006	4690	85	0.7	0.59
	No	49	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	36	2	3	3	34516	1273	33243	0.977	4777	51	0.457	0.037
	No	54	0	1	4	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	42	5	2	2	11742	0	11742	0.621	4053	70	0.556	0
	No	60	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	47	1	3	2	4905	2413	2492	0.853	15478	109	0.73	0.492
	No	45	1	0	3	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	3	1	1	1663	1112	551	0.588	2978	61	0.906	0.669
	No	37	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	3	3	3	3992	1289	2703	1.008	2181	32	0.6	0.323
	No	41	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	21	2	3	1	14746	0	14746	0.857	14771	127	0.628	0
	No	49	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	39	2	1	3	2221	1291	930	0.785	8618	98	0.815	0.581
	No	58	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	51	5	4	2	2220	1240	980	0.906	4396	78	0.95	0.559
	No	53	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	47	3	1	1	7469	1294	6175	0.869	15212	124	0.746	0.173
	No	54	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	43	6	3	4	10797	1252	9545	0.489	1739	38	0.226	0.116
	No	51	1	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	36	3	1	2	1750	813	937	0.76	4333	68	0.7	0.465
	No	40	0	1	3	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	33	4	3	3	6884	1001	5883	0.786	975	11	0.833	0.145
	No	54	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	44	5	2	3	5556	1711	3845	1.434	1706	21	1.625	0.308
	No	26	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	13	4	3	3	3038	1460	1578	0.98	2243	38	0.462	0.481
	No	44	0	1	4	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	29	4	2	2	7788	0	7788	0.296	1196	30	0.429	0
	No	45	0	1	4	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	35	2	2	3	13445	1186	12259	0.56	7377	82	0.608	0.088
	No	49	1	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	33	4	2	3	2097	1250	847	0.699	4148	71	0.543	0.596
	No	51	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	40	4	3	2	8169	794	7375	0.665	4927	70	0.944	0.097
	No	48	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	37	6	2	0	4549	1313	3236	0.777	4782	88	0.66	0.289
	No	43	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	36	5	2	3	2077	1254	823	0.821	4226	75	1.143	0.604
	No	44	1	0	3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	24	3	1	4	8495	1537	6958	0.919	1950	31	0.938	0.181
	No	47	1	0	3	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	41	6	5	3	1721	1355	366	0.926	4474	58	1.32	0.787
	No	37	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	25	6	2	1	1438.3	674	764.3	2.18	1717	31	0.722	0.469
	No	50	1	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	45	4	1	4	1488	755	733	0.783	4451	65	0.711	0.507
	No	50	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	36	2	3	3	3187	986	2201	0.615	2381	47	0.516	0.309
	No	59	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	3	2	3	6335	1128	5207	0.397	1217	20	0.667	0.178
	No	33	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	5	3	3	4838	1338	3500	0.707	2641	67	0.595	0.277
	No	56	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	49	5	3	2	5466	0	5466	0.587	4435	79	0.881	0
	No	39	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	25	2	2	1	2024	0	2024	0.801	2870	36	0.5	0
	No	53	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	46	3	2	3	6658	1761	4897	0.489	1309	40	0.6	0.264
	No	49	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	36	5	3	3	1438.3	0	1438.3	0.806	4869	73	0.825	0
	No	39	0	1	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	23	5	2	3	17894	304	17590	0.965	4691	63	0.465	0.017
	No	48	0	1	3	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	33	4	1	2	10292	0	10292	0.656	15148	111	0.79	0
	No	59	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	6	2	2	2759	2481	278	0.588	5037	84	0.68	0.899
	No	48	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	42	3	2	4	19075	0	19075	0.807	2013	32	0.455	0
	No	49	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	34	6	3	3	1511	0	1511	0.432	1329	35	0.591	0
	No	51	0	1	4	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	38	5	2	3	10462	1824	8638	0.736	1267	31	0.55	0.174
	No	55	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	49	4	1	1	2414	2276	138	0.567	2000	62	0.59	0.943
	No	41	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	32	2	2	1	1438.3	0	1438.3	0.824	4897	96	0.778	0
	No	33	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	16	6	1	4	2042	1864	178	1.318	2758	50	0.852	0.913
	No	39	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	34	3	0	3	15142	0	15142	0.761	2458	41	0.577	0
	No	51	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	41	1	4	3	3229	2517	712	0.622	4526	95	0.638	0.779
	No	42	0	1	4	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	3	2	2	6743	1737	5006	0.598	1934	30	0.579	0.258
	No	38	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	29	5	2	1	14596	2192	12404	0.898	1300	25	1.083	0.15
	No	49	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	43	6	3	1	1883	1295	588	0.81	5187	89	0.712	0.688
	No	49	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	2	3	2	3423	2186	1237	0.671	14037	120	0.875	0.639
	No	39	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	22	4	3	3	9204	845	8359	0.673	1820	58	0.611	0.092
	No	34	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	21	6	1	3	5015	1671	3344	0.689	3161	77	0.878	0.333
	No	61	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	51	3	3	3	1795	794	1001	0.953	1834	59	1.107	0.442
	No	48	0	1	4	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	30	3	3	2	14670	1900	12770	0.806	4221	83	0.766	0.13
	No	49	0	1	4	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	42	3	3	2	2822	1501	1321	1.043	4344	68	1.194	0.532
	No	41	0	1	5	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	31	3	3	1	12114	1379	10735	0.676	3964	90	0.837	0.114
	No	49	1	0	3	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	44	5	1	2	3881	0	3881	0.601	4177	66	0.737	0
	No	46	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	36	5	4	2	33142	0	33142	0.846	4347	63	0.575	0
	No	53	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	45	6	2	3	10001	0	10001	0.676	4167	74	0.644	0
	No	48	0	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	41	3	2	2	34516	1531	32985	0.862	1156	29	1.071	0.044
	No	46	1	0	5	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	33	3	1	1	1438.3	883	555.3	0.708	4474	63	0.853	0.614
	No	37	1	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	26	5	3	2	1910	1164	746	0.744	2028	39	1.053	0.609
	No	57	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	46	5	1	1	5184	1856	3328	0.553	1834	55	0.571	0.358
	No	50	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	41	6	2	2	3244	1762	1482	0.661	1274	32	1	0.543
	No	52	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	32	4	3	1	4935	0	4935	0.713	7886	64	0.882	0
	No	48	0	1	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	36	6	3	2	4207	1921	2286	0.766	3850	75	0.562	0.457
	No	44	0	1	3	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	29	2	3	2	34516	2517	31999	0.579	6782	67	0.763	0.073
	No	41	1	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	29	4	2	3	1966	1452	514	0.621	4666	74	0.682	0.739
	No	42	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	34	6	3	0	4562	2258	2304	0.861	3740	55	0.833	0.495
	No	51	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	41	4	2	3	8900	798	8102	0.647	16737	88	0.66	0.09
	No	45	1	0	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	34	4	1	2	2030	1269	761	0.646	5067	88	0.725	0.625
	No	61	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	48	3	2	4	20803	1446	19357	0.736	2073	43	0.654	0.07
	No	64	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	53	3	3	4	2084	1647	437	0.664	1597	37	0.542	0.79
	No	55	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	36	3	2	4	34516	2102	32414	0.912	1612	33	0.737	0.061
	No	49	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	38	6	1	3	9364	618	8746	0.554	1099	27	0.8	0.066
	No	31	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	26	3	1	1	3540	1173	2367	1.106	1912	45	0.667	0.331
	No	53	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	46	3	6	3	17190	1736	15454	0.698	15055	117	0.696	0.101
	No	50	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	43	4	2	1	2974	2090	884	0.975	4297	88	0.833	0.703
	No	65	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	5	2	3	2163	932	1231	1.127	2229	57	0.839	0.431
	No	50	1	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	41	3	3	3	5471	1342	4129	0.577	4002	67	0.763	0.245
	No	37	1	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	4	3	1	2407	1552	855	0.62	4983	86	0.755	0.645
	No	45	0	1	4	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	36	5	3	4	4112	0	4112	0.777	2949	54	1.25	0
	No	55	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	36	6	3	3	2243	1418	825	0.39	1334	31	0.409	0.632
	No	46	0	1	4	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	5	2	2	1438.3	794	644.3	0.807	3895	67	0.558	0.552
	No	50	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	36	4	3	1	20614	0	20614	0.926	1922	48	0.6	0
	No	41	0	1	4	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	36	6	2	2	34516	0	34516	0.742	4077	67	0.763	0
	No	59	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	55	2	2	3	2645	1127	1518	0.623	4251	76	0.767	0.426
	No	47	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	36	6	5	1	5222	2517	2705	0.569	4433	81	0.588	0.482
	No	57	1	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	43	5	3	2	1462	0	1462	0.602	2299	42	0.312	0
	No	47	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	35	6	3	2	1781	0	1781	0.693	2196	35	0.75	0
	No	39	1	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	31	4	3	3	1888	1292	596	0.772	1517	33	1.357	0.684
	No	47	0	1	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	36	5	2	2	34516	1686	32830	0.937	4039	72	0.756	0.049
	No	46	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	2	3	4	4267	0	4267	0.862	1067	23	0.769	0
